Model,Test File,MAE,SMAPE (%),RMSE
SARIMA,test_data_1.csv,0.10407346678233265,8.743737186831908,0.1258946364414365
SARIMA,test_data_2.csv,0.06980121251865894,5.353082436720596,0.07740524833545204
SARIMA,test_data_3.csv,0.06005970926984639,4.735886675599299,0.07579894767115512
