Tarih,Ptfdolar,Dolar,Smfdolar,Istanbul_anadolu_temp,Istanbul_anadolu_humidity,Istanbul_avrupa_temp,Istanbul_avrupa_humidity,Bursa_temp,Bursa_humidity,Izmir_temp,Izmir_humidity,Adana_temp,Adana_humidity,Gaziantep_temp,Gaziantep_humidity,Day/Night,Mevsim,Year,Month,Day,Hour,Is_Weekend,Weekday,Season,Ptfdolar_Lag1,Ptfdolar_Lag7,Ptfdolar_Lag30
2023-02-26 00:00:00,0.4651171594049286,0.6967122275581824,0.451031495484913,0.4533333333333333,0.6904761904761905,0.4533333333333333,0.6904761904761905,0.5271028037383177,0.247191011235955,0.3388235294117647,0.7826086956521738,0.2661290322580645,0.7444444444444445,0.2744755244755244,0.7448979591836734,0.0,3,2023,2,26,0,0,6,4,0.4316538592572964,0.5019116478025514,0.732974978233713
2023-02-26 01:00:00,0.3011318469167581,0.6967122275581824,0.3309595477571396,0.4555555555555556,0.6904761904761905,0.4555555555555556,0.6904761904761905,0.4859813084112149,0.3033707865168539,0.3482352941176471,0.75,0.2721774193548387,0.7333333333333333,0.3059440559440559,0.6632653061224489,0.0,3,2023,2,26,1,0,6,4,0.4651171594049286,0.7026914486883445,0.732974978233713
2023-02-26 02:00:00,0.2509368966953098,0.6967122275581824,0.2433374935760957,0.4555555555555556,0.6547619047619048,0.4555555555555556,0.6547619047619048,0.4336448598130841,0.4157303370786517,0.3505882352941176,0.7282608695652173,0.2721774193548387,0.7333333333333333,0.2884615384615384,0.683673469387755,0.0,3,2023,2,26,2,0,6,4,0.3011318469167581,0.7026914486883445,0.732974978233713
2023-02-26 03:00:00,0.2509368966953098,0.6967122275581824,0.2433374935760957,0.4644444444444444,0.5714285714285714,0.4644444444444444,0.5714285714285714,0.4317757009345794,0.4269662921348315,0.3341176470588236,0.7391304347826086,0.2701612903225806,0.7111111111111111,0.256993006993007,0.7346938775510203,0.0,3,2023,2,26,3,0,6,4,0.2509368966953098,0.6101752659272438,0.7117007987280917
2023-02-26 04:00:00,0.2182685391982435,0.6967122275581824,0.2961603406504662,0.4555555555555556,0.5714285714285714,0.4555555555555556,0.5714285714285714,0.4299065420560747,0.4269662921348315,0.3341176470588236,0.7173913043478262,0.2620967741935484,0.7333333333333333,0.2797202797202797,0.7346938775510203,0.0,3,2023,2,26,4,0,6,4,0.2509368966953098,0.6395502895862512,0.5924215467312715
2023-02-26 05:00:00,0.2182685391982435,0.6967122275581824,0.2433374935760957,0.4555555555555556,0.5714285714285714,0.4555555555555556,0.5714285714285714,0.4149532710280373,0.4606741573033708,0.3317647058823529,0.7065217391304348,0.3024193548387097,0.6777777777777778,0.2972027972027972,0.7142857142857142,0.0,3,2023,2,26,5,0,6,4,0.2182685391982435,0.5400688950297157,0.5602831510012491
2023-02-26 06:00:00,0.2509368966953098,0.6967122275581824,0.3309595477571396,0.4711111111111111,0.5,0.4711111111111111,0.5,0.4112149532710279,0.4943820224719101,0.3411764705882353,0.6739130434782608,0.3387096774193548,0.6333333333333333,0.3846153846153846,0.5306122448979591,1.0,3,2023,2,26,6,0,6,4,0.2182685391982435,0.4316538592572964,0.602301548245448
2023-02-26 07:00:00,0.2007419464738615,0.6967122275581824,0.2151090228323911,0.5,0.4523809523809523,0.5,0.4523809523809523,0.4429906542056074,0.4606741573033708,0.3435294117647059,0.6739130434782608,0.4133064516129032,0.4000000000000001,0.4545454545454545,0.3775510204081632,1.0,3,2023,2,26,7,0,6,4,0.2509368966953098,0.4651171594049286,0.602301548245448
2023-02-26 08:00:00,0.1894991861301434,0.6967122275581824,0.1643051170985977,0.5111111111111112,0.4166666666666666,0.5111111111111112,0.4166666666666666,0.4654205607476636,0.4157303370786517,0.3835294117647059,0.6304347826086956,0.4737903225806451,0.3444444444444444,0.4895104895104895,0.3571428571428571,1.0,3,2023,2,26,8,0,6,4,0.2007419464738615,0.3011318469167581,0.5420751788620963
2023-02-26 09:00:00,0.0522012340538289,0.6963428149242704,0.0,0.5222222222222223,0.4047619047619047,0.5222222222222223,0.4047619047619047,0.4953271028037382,0.3370786516853933,0.4305882352941177,0.5217391304347827,0.4979838709677419,0.2777777777777778,0.5017482517482517,0.3265306122448979,1.0,3,2023,2,26,9,0,6,4,0.1894991861301434,0.2509368966953098,0.5650906613165764
